生技醫療類指數,觀光類指數,time
65.46,98.55,2019-12-04 09:00:00
65.55,98.34,2019-12-04 09:30:00
65.44,98.17,2019-12-04 10:00:00
65.38,98.1,2019-12-04 10:30:00
65.38,98.1,2019-12-04 11:00:00
65.27,98.08,2019-12-04 11:30:00
65.26,98.13,2019-12-04 12:00:00
65.27,98.2,2019-12-04 12:30:00
65.31,98.15,2019-12-04 13:00:00
65.32,98.43,2019-12-04 13:30:00
65.32,98.22,2019-12-03 09:00:00
65.68,98.57,2019-12-03 09:30:00
65.65,98.39,2019-12-03 10:00:00
65.59,98.44,2019-12-03 10:30:00
65.58,98.56,2019-12-03 11:00:00
65.55,98.43,2019-12-03 11:30:00
65.54,98.32,2019-12-03 12:00:00
65.51,98.31,2019-12-03 12:30:00
65.46,98.39,2019-12-03 13:00:00
65.46,98.55,2019-12-03 13:30:00
65.76,98.66,2019-12-02 09:00:00
65.47,98.95,2019-12-02 09:30:00
64.91,98.66,2019-12-02 10:00:00
65.01,98.54,2019-12-02 10:30:00
65.08,98.3,2019-12-02 11:00:00
65.2,98.47,2019-12-02 11:30:00
65.24,98.37,2019-12-02 12:00:00
65.22,98.41,2019-12-02 12:30:00
65.36,98.39,2019-12-02 13:00:00
65.32,98.22,2019-12-02 13:30:00
66.5,99.58,2019-11-29 09:00:00
66.4,99.29,2019-11-29 09:30:00
66.03,99.15,2019-11-29 10:00:00
66.11,98.91,2019-11-29 10:30:00
66.03,98.62,2019-11-29 11:00:00
66.01,98.6,2019-11-29 11:30:00
65.89,98.46,2019-11-29 12:00:00
65.78,98.4,2019-11-29 12:30:00
65.76,98.32,2019-11-29 13:00:00
65.76,98.66,2019-11-29 13:30:00
66.18,99.28,2019-11-28 09:00:00
66.06,99.18,2019-11-28 09:30:00
66.26,99.02,2019-11-28 10:00:00
66.44,99.03,2019-11-28 10:30:00
66.53,99.17,2019-11-28 11:00:00
66.67,99.18,2019-11-28 11:30:00
66.84,99.16,2019-11-28 12:00:00
66.62,99.13,2019-11-28 12:30:00
66.6,99.09,2019-11-28 13:00:00
66.5,99.58,2019-11-28 13:30:00
66.01,98.73,2019-11-27 09:00:00
66.4,99.19,2019-11-27 09:30:00
66.3,99.03,2019-11-27 10:00:00
66.48,98.97,2019-11-27 10:30:00
66.24,98.84,2019-11-27 11:00:00
66.29,98.75,2019-11-27 11:30:00
66.27,99.03,2019-11-27 12:00:00
66.23,98.94,2019-11-27 12:30:00
66.2,99.24,2019-11-27 13:00:00
66.18,99.28,2019-11-27 13:30:00
66.05,97.55,2019-11-26 09:00:00
66.04,98.57,2019-11-26 09:30:00
66.02,99.01,2019-11-26 10:00:00
65.92,98.89,2019-11-26 10:30:00
65.93,98.88,2019-11-26 11:00:00
66.04,98.77,2019-11-26 11:30:00
66.04,98.78,2019-11-26 12:00:00
65.97,98.69,2019-11-26 12:30:00
65.99,99.01,2019-11-26 13:00:00
66.01,98.73,2019-11-26 13:30:00
65.9,96.73,2019-11-25 09:00:00
66.45,97.33,2019-11-25 09:30:00
66.32,97.38,2019-11-25 10:00:00
66.26,97.37,2019-11-25 10:30:00
66.33,97.5,2019-11-25 11:00:00
66.19,97.46,2019-11-25 11:30:00
66.2,97.46,2019-11-25 12:00:00
66.13,97.4,2019-11-25 12:30:00
66.23,97.5,2019-11-25 13:00:00
66.05,97.55,2019-11-25 13:30:00
65.24,96.89,2019-11-22 09:00:00
65.97,96.63,2019-11-22 09:30:00
65.83,96.61,2019-11-22 10:00:00
65.97,96.71,2019-11-22 10:30:00
65.96,96.49,2019-11-22 11:00:00
66.0,96.51,2019-11-22 11:30:00
65.92,96.44,2019-11-22 12:00:00
65.91,96.41,2019-11-22 12:30:00
65.93,96.48,2019-11-22 13:00:00
65.9,96.73,2019-11-22 13:30:00
64.93,97.29,2019-11-21 09:00:00
65.18,96.57,2019-11-21 09:30:00
65.03,96.17,2019-11-21 10:00:00
65.26,96.39,2019-11-21 10:30:00
65.24,96.4,2019-11-21 11:00:00
65.35,96.34,2019-11-21 11:30:00
65.28,96.3,2019-11-21 12:00:00
65.29,96.27,2019-11-21 12:30:00
65.26,96.35,2019-11-21 13:00:00
65.24,96.89,2019-11-21 13:30:00
64.26,97.88,2019-11-20 09:00:00
64.47,97.42,2019-11-20 09:30:00
64.7,97.22,2019-11-20 10:00:00
64.86,97.29,2019-11-20 10:30:00
64.63,97.29,2019-11-20 11:00:00
64.64,97.3,2019-11-20 11:30:00
64.64,97.1,2019-11-20 12:00:00
64.7,97.1,2019-11-20 12:30:00
64.76,97.28,2019-11-20 13:00:00
64.93,97.29,2019-11-20 13:30:00
63.66,98.29,2019-11-19 09:00:00
64.44,98.39,2019-11-19 09:30:00
64.51,98.23,2019-11-19 10:00:00
64.48,98.36,2019-11-19 10:30:00
64.4,98.16,2019-11-19 11:00:00
64.3,98.06,2019-11-19 11:30:00
64.22,97.96,2019-11-19 12:00:00
64.24,97.79,2019-11-19 12:30:00
64.25,97.69,2019-11-19 13:00:00
64.26,97.88,2019-11-19 13:30:00
63.49,98.22,2019-11-18 09:00:00
63.91,98.33,2019-11-18 09:30:00
63.94,98.5,2019-11-18 10:00:00
63.9,98.5,2019-11-18 10:30:00
63.89,98.52,2019-11-18 11:00:00
63.94,98.46,2019-11-18 11:30:00
63.92,98.53,2019-11-18 12:00:00
63.73,98.38,2019-11-18 12:30:00
63.66,98.15,2019-11-18 13:00:00
63.66,98.29,2019-11-18 13:30:00
63.09,97.52,2019-11-15 09:00:00
63.12,98.1,2019-11-15 09:30:00
63.09,98.22,2019-11-15 10:00:00
63.2,98.18,2019-11-15 10:30:00
63.37,98.19,2019-11-15 11:00:00
63.4,98.36,2019-11-15 11:30:00
63.43,98.4,2019-11-15 12:00:00
63.58,98.35,2019-11-15 12:30:00
63.53,98.44,2019-11-15 13:00:00
63.49,98.22,2019-11-15 13:30:00
63.18,98.2,2019-11-14 09:00:00
63.2,97.36,2019-11-14 09:30:00
63.11,97.43,2019-11-14 10:00:00
63.03,97.44,2019-11-14 10:30:00
63.05,97.4,2019-11-14 11:00:00
63.19,97.55,2019-11-14 11:30:00
63.19,97.64,2019-11-14 12:00:00
63.14,97.54,2019-11-14 12:30:00
63.16,97.55,2019-11-14 13:00:00
63.09,97.52,2019-11-14 13:30:00
62.86,98.67,2019-11-13 09:00:00
63.58,98.63,2019-11-13 09:30:00
63.22,98.34,2019-11-13 10:00:00
63.18,98.21,2019-11-13 10:30:00
63.11,97.88,2019-11-13 11:00:00
63.13,97.98,2019-11-13 11:30:00
63.18,97.89,2019-11-13 12:00:00
63.19,97.92,2019-11-13 12:30:00
63.21,98.15,2019-11-13 13:00:00
63.18,98.2,2019-11-13 13:30:00
62.59,98.16,2019-11-12 09:00:00
62.93,98.35,2019-11-12 09:30:00
62.81,98.07,2019-11-12 10:00:00
62.78,98.05,2019-11-12 10:30:00
62.75,98.24,2019-11-12 11:00:00
62.74,98.36,2019-11-12 11:30:00
62.74,98.27,2019-11-12 12:00:00
62.72,98.37,2019-11-12 12:30:00
62.78,98.12,2019-11-12 13:00:00
62.86,98.67,2019-11-12 13:30:00
63.72,100.09,2019-11-11 09:00:00
63.01,99.16,2019-11-11 09:30:00
63.03,98.99,2019-11-11 10:00:00
62.89,98.37,2019-11-11 10:30:00
62.82,98.24,2019-11-11 11:00:00
62.75,98.08,2019-11-11 11:30:00
62.82,98.41,2019-11-11 12:00:00
62.67,98.54,2019-11-11 12:30:00
62.62,98.23,2019-11-11 13:00:00
62.59,98.16,2019-11-11 13:30:00
63.75,100.24,2019-11-08 09:00:00
63.74,99.73,2019-11-08 09:30:00
63.73,99.68,2019-11-08 10:00:00
63.6,99.83,2019-11-08 10:30:00
63.76,99.8,2019-11-08 11:00:00
63.82,100.13,2019-11-08 11:30:00
63.81,100.19,2019-11-08 12:00:00
63.73,100.1,2019-11-08 12:30:00
63.78,99.96,2019-11-08 13:00:00
63.72,100.09,2019-11-08 13:30:00
64.24,100.8,2019-11-07 09:00:00
64.27,100.64,2019-11-07 09:30:00
64.16,100.36,2019-11-07 10:00:00
64.05,100.16,2019-11-07 10:30:00
64.11,100.13,2019-11-07 11:00:00
63.84,99.79,2019-11-07 11:30:00
63.84,99.93,2019-11-07 12:00:00
63.88,99.93,2019-11-07 12:30:00
63.87,100.1,2019-11-07 13:00:00
63.75,100.24,2019-11-07 13:30:00
64.29,100.76,2019-11-06 09:00:00
64.49,100.75,2019-11-06 09:30:00
64.57,100.78,2019-11-06 10:00:00
64.25,100.77,2019-11-06 10:30:00
64.19,100.62,2019-11-06 11:00:00
64.17,100.52,2019-11-06 11:30:00
64.27,100.59,2019-11-06 12:00:00
64.18,100.48,2019-11-06 12:30:00
64.23,100.72,2019-11-06 13:00:00
64.24,100.8,2019-11-06 13:30:00
64.03,100.84,2019-11-05 09:00:00
64.35,100.74,2019-11-05 09:30:00
64.31,100.62,2019-11-05 10:00:00
64.32,100.43,2019-11-05 10:30:00
64.33,100.54,2019-11-05 11:00:00
64.23,100.69,2019-11-05 11:30:00
64.22,100.61,2019-11-05 12:00:00
64.19,100.65,2019-11-05 12:30:00
64.13,100.57,2019-11-05 13:00:00
64.29,100.76,2019-11-05 13:30:00
63.44,99.97,2019-11-04 09:00:00
63.78,100.63,2019-11-04 09:30:00
64.11,100.86,2019-11-04 10:00:00
64.06,100.69,2019-11-04 10:30:00
64.06,100.79,2019-11-04 11:00:00
63.99,100.81,2019-11-04 11:30:00
64.04,100.61,2019-11-04 12:00:00
63.97,100.54,2019-11-04 12:30:00
64.12,100.72,2019-11-04 13:00:00
64.03,100.84,2019-11-04 13:30:00
63.13,99.62,2019-11-01 09:00:00
63.22,99.94,2019-11-01 09:30:00
63.39,99.92,2019-11-01 10:00:00
63.36,100.27,2019-11-01 10:30:00
63.38,100.35,2019-11-01 11:00:00
63.32,100.18,2019-11-01 11:30:00
63.28,100.07,2019-11-01 12:00:00
63.27,99.96,2019-11-01 12:30:00
63.37,99.87,2019-11-01 13:00:00
63.44,99.97,2019-11-01 13:30:00
