生技醫療類指數,觀光類指數,time
67.91,84.57,2020-09-25 11:30:00
67.23,84.5,2020-09-25 12:00:00
66.36,84.22,2020-09-25 12:30:00
66.65,84.33,2020-09-25 13:00:00
66.65,84.47,2020-09-25 13:30:00
69.92,86.61,2020-09-24 09:00:00
69.43,85.68,2020-09-24 09:30:00
68.97,85.28,2020-09-24 10:00:00
68.89,85.05,2020-09-24 10:30:00
68.6,84.89,2020-09-24 11:00:00
68.6,84.92,2020-09-24 11:30:00
68.71,84.91,2020-09-24 12:00:00
69.18,85.01,2020-09-24 12:30:00
69.22,85.06,2020-09-24 13:00:00
68.87,84.97,2020-09-24 13:30:00
70.59,86.95,2020-09-23 09:00:00
70.56,86.61,2020-09-23 09:30:00
70.53,86.62,2020-09-23 10:00:00
70.46,86.75,2020-09-23 10:30:00
70.21,86.65,2020-09-23 11:00:00
69.98,86.66,2020-09-23 11:30:00
69.99,86.72,2020-09-23 12:00:00
70.13,86.7,2020-09-23 12:30:00
69.94,86.52,2020-09-23 13:00:00
69.92,86.61,2020-09-23 13:30:00
71.68,87.81,2020-09-22 09:00:00
71.05,86.55,2020-09-22 09:30:00
70.99,86.94,2020-09-22 10:00:00
70.9,86.82,2020-09-22 10:30:00
70.86,86.86,2020-09-22 11:00:00
70.88,86.92,2020-09-22 11:30:00
70.87,86.84,2020-09-22 12:00:00
70.79,86.82,2020-09-22 12:30:00
70.66,86.84,2020-09-22 13:00:00
70.59,86.95,2020-09-22 13:30:00
71.94,88.63,2020-09-21 09:00:00
72.45,87.98,2020-09-21 09:30:00
72.0,87.69,2020-09-21 10:00:00
72.06,87.56,2020-09-21 10:30:00
72.06,87.42,2020-09-21 11:00:00
71.97,87.38,2020-09-21 11:30:00
71.98,87.37,2020-09-21 12:00:00
71.93,87.38,2020-09-21 12:30:00
71.93,87.59,2020-09-21 13:00:00
71.68,87.81,2020-09-21 13:30:00
71.06,88.56,2020-09-18 09:00:00
71.59,88.97,2020-09-18 09:30:00
72.02,89.17,2020-09-18 10:00:00
71.77,89.05,2020-09-18 10:30:00
71.69,89.04,2020-09-18 11:00:00
71.75,89.03,2020-09-18 11:30:00
71.67,89.12,2020-09-18 12:00:00
71.68,88.98,2020-09-18 12:30:00
71.92,88.87,2020-09-18 13:00:00
71.94,88.63,2020-09-18 13:30:00
71.18,87.82,2020-09-17 09:00:00
71.52,88.47,2020-09-17 09:30:00
71.21,88.66,2020-09-17 10:00:00
71.19,88.78,2020-09-17 10:30:00
71.18,88.56,2020-09-17 11:00:00
71.32,88.48,2020-09-17 11:30:00
71.26,88.43,2020-09-17 12:00:00
71.18,88.39,2020-09-17 12:30:00
71.1,88.53,2020-09-17 13:00:00
71.06,88.56,2020-09-17 13:30:00
71.21,87.63,2020-09-16 09:00:00
71.24,87.55,2020-09-16 09:30:00
71.39,87.72,2020-09-16 10:00:00
71.23,87.81,2020-09-16 10:30:00
71.25,87.64,2020-09-16 11:00:00
71.3,87.73,2020-09-16 11:30:00
71.29,87.66,2020-09-16 12:00:00
71.28,87.8,2020-09-16 12:30:00
71.16,87.74,2020-09-16 13:00:00
71.18,87.82,2020-09-16 13:30:00
69.97,87.14,2020-09-15 09:00:00
70.93,87.19,2020-09-15 09:30:00
70.85,87.26,2020-09-15 10:00:00
70.88,87.24,2020-09-15 10:30:00
71.0,87.28,2020-09-15 11:00:00
71.34,87.53,2020-09-15 11:30:00
71.21,87.41,2020-09-15 12:00:00
71.12,87.38,2020-09-15 12:30:00
71.13,87.44,2020-09-15 13:00:00
71.21,87.63,2020-09-15 13:30:00
69.47,86.96,2020-09-14 09:00:00
69.2,87.04,2020-09-14 09:30:00
69.41,87.16,2020-09-14 10:00:00
69.64,87.22,2020-09-14 10:30:00
69.87,87.14,2020-09-14 11:00:00
69.79,86.97,2020-09-14 11:30:00
69.86,87.09,2020-09-14 12:00:00
70.03,87.15,2020-09-14 12:30:00
69.96,87.03,2020-09-14 13:00:00
69.97,87.14,2020-09-14 13:30:00
70.84,87.51,2020-09-11 09:00:00
70.23,87.95,2020-09-11 09:30:00
69.92,87.61,2020-09-11 10:00:00
70.01,87.5,2020-09-11 10:30:00
69.84,87.55,2020-09-11 11:00:00
69.31,87.17,2020-09-11 11:30:00
69.39,87.03,2020-09-11 12:00:00
69.13,87.16,2020-09-11 12:30:00
69.46,87.14,2020-09-11 13:00:00
69.47,86.96,2020-09-11 13:30:00
72.12,87.38,2020-09-10 09:00:00
71.59,87.82,2020-09-10 09:30:00
71.3,87.56,2020-09-10 10:00:00
71.17,87.55,2020-09-10 10:30:00
71.36,87.62,2020-09-10 11:00:00
71.18,87.75,2020-09-10 11:30:00
71.04,87.64,2020-09-10 12:00:00
71.0,87.6,2020-09-10 12:30:00
70.84,87.64,2020-09-10 13:00:00
70.84,87.51,2020-09-10 13:30:00
73.13,86.87,2020-09-09 09:00:00
72.55,86.36,2020-09-09 09:30:00
72.3,86.45,2020-09-09 10:00:00
72.33,86.54,2020-09-09 10:30:00
72.52,87.08,2020-09-09 11:00:00
72.5,87.04,2020-09-09 11:30:00
72.52,87.12,2020-09-09 12:00:00
72.55,87.23,2020-09-09 12:30:00
72.5,87.25,2020-09-09 13:00:00
72.12,87.38,2020-09-09 13:30:00
71.72,86.94,2020-09-08 09:00:00
72.76,87.25,2020-09-08 09:30:00
72.88,87.13,2020-09-08 10:00:00
72.78,87.18,2020-09-08 10:30:00
72.73,87.17,2020-09-08 11:00:00
72.62,87.12,2020-09-08 11:30:00
72.54,86.97,2020-09-08 12:00:00
72.58,86.82,2020-09-08 12:30:00
72.79,86.76,2020-09-08 13:00:00
73.13,86.87,2020-09-08 13:30:00
71.92,86.63,2020-09-07 09:00:00
72.29,86.6,2020-09-07 09:30:00
72.29,87.01,2020-09-07 10:00:00
72.32,86.87,2020-09-07 10:30:00
72.44,87.05,2020-09-07 11:00:00
72.47,86.98,2020-09-07 11:30:00
72.49,86.98,2020-09-07 12:00:00
72.22,86.84,2020-09-07 12:30:00
71.92,86.8,2020-09-07 13:00:00
71.72,86.94,2020-09-07 13:30:00
71.82,87.5,2020-09-04 09:00:00
71.89,86.4,2020-09-04 09:30:00
71.99,86.43,2020-09-04 10:00:00
71.95,86.48,2020-09-04 10:30:00
71.72,86.42,2020-09-04 11:00:00
71.58,86.23,2020-09-04 11:30:00
71.67,86.25,2020-09-04 12:00:00
71.79,86.36,2020-09-04 12:30:00
71.77,86.4,2020-09-04 13:00:00
71.92,86.63,2020-09-04 13:30:00
72.14,86.89,2020-09-03 09:00:00
72.07,86.9,2020-09-03 09:30:00
72.22,87.13,2020-09-03 10:00:00
71.8,86.76,2020-09-03 10:30:00
71.59,86.74,2020-09-03 11:00:00
71.63,86.74,2020-09-03 11:30:00
71.78,86.93,2020-09-03 12:00:00
71.7,87.11,2020-09-03 12:30:00
71.71,87.48,2020-09-03 13:00:00
71.82,87.5,2020-09-03 13:30:00
72.21,86.18,2020-09-02 09:00:00
72.46,87.31,2020-09-02 09:30:00
72.46,87.28,2020-09-02 10:00:00
72.51,87.25,2020-09-02 10:30:00
72.25,86.98,2020-09-02 11:00:00
72.19,87.02,2020-09-02 11:30:00
72.22,86.81,2020-09-02 12:00:00
72.38,86.89,2020-09-02 12:30:00
72.28,87.04,2020-09-02 13:00:00
72.14,86.89,2020-09-02 13:30:00
72.45,86.43,2020-09-01 09:00:00
71.92,86.02,2020-09-01 09:30:00
72.28,86.16,2020-09-01 10:00:00
72.34,86.2,2020-09-01 10:30:00
72.17,86.23,2020-09-01 11:00:00
71.93,86.2,2020-09-01 11:30:00
71.97,86.17,2020-09-01 12:00:00
72.05,86.19,2020-09-01 12:30:00
72.23,86.3,2020-09-01 13:00:00
72.21,86.18,2020-09-01 13:30:00
71.61,86.59,2020-08-31 09:00:00
72.02,86.61,2020-08-31 09:30:00
72.0,86.4,2020-08-31 10:00:00
72.33,86.51,2020-08-31 10:30:00
72.49,86.26,2020-08-31 11:00:00
72.41,86.4,2020-08-31 11:30:00
72.26,86.41,2020-08-31 12:00:00
72.29,86.43,2020-08-31 12:30:00
72.29,86.43,2020-08-31 13:00:00
72.45,86.43,2020-08-31 13:30:00
70.89,87.28,2020-08-28 09:00:00
71.84,86.67,2020-08-28 09:30:00
71.82,86.55,2020-08-28 10:00:00
71.83,86.69,2020-08-28 10:30:00
72.24,86.67,2020-08-28 11:00:00
72.39,86.72,2020-08-28 11:30:00
72.33,86.77,2020-08-28 12:00:00
71.97,86.7,2020-08-28 12:30:00
71.74,86.52,2020-08-28 13:00:00
71.61,86.59,2020-08-28 13:30:00
70.84,87.07,2020-08-27 09:00:00
71.39,87.05,2020-08-27 09:30:00
70.92,86.93,2020-08-27 10:00:00
71.0,86.85,2020-08-27 10:30:00
70.64,86.74,2020-08-27 11:00:00
70.82,86.63,2020-08-27 11:30:00
71.12,86.86,2020-08-27 12:00:00
70.9,86.93,2020-08-27 12:30:00
70.85,87.02,2020-08-27 13:00:00
70.89,87.28,2020-08-27 13:30:00
69.77,87.21,2020-08-26 09:00:00
70.22,86.96,2020-08-26 09:30:00
70.47,87.25,2020-08-26 10:00:00
70.36,87.14,2020-08-26 10:30:00
70.79,86.96,2020-08-26 11:00:00
70.62,87.06,2020-08-26 11:30:00
70.71,86.99,2020-08-26 12:00:00
70.75,86.98,2020-08-26 12:30:00
70.79,86.96,2020-08-26 13:00:00
70.84,87.07,2020-08-26 13:30:00
70.24,86.34,2020-08-25 09:00:00
69.97,86.85,2020-08-25 09:30:00
70.14,87.33,2020-08-25 10:00:00
70.07,87.41,2020-08-25 10:30:00
69.8,86.95,2020-08-25 11:00:00
69.75,86.98,2020-08-25 11:30:00
69.89,86.98,2020-08-25 12:00:00
69.87,87.08,2020-08-25 12:30:00
69.86,87.21,2020-08-25 13:00:00
69.77,87.21,2020-08-25 13:30:00
69.54,87.09,2020-08-24 09:00:00
69.86,86.21,2020-08-24 09:30:00
70.32,86.25,2020-08-24 10:00:00
70.24,85.94,2020-08-24 10:30:00
69.99,86.04,2020-08-24 11:00:00
70.07,86.06,2020-08-24 11:30:00
69.99,86.08,2020-08-24 12:00:00
69.98,86.2,2020-08-24 12:30:00
70.16,86.19,2020-08-24 13:00:00
70.24,86.34,2020-08-24 13:30:00
68.07,85.88,2020-08-21 09:00:00
68.7,86.65,2020-08-21 09:30:00
68.89,86.56,2020-08-21 10:00:00
69.48,86.72,2020-08-21 10:30:00
69.63,86.85,2020-08-21 11:00:00
69.75,86.87,2020-08-21 11:30:00
69.37,86.53,2020-08-21 12:00:00
69.53,86.4,2020-08-21 12:30:00
69.58,87.09,2020-08-21 13:00:00
69.54,87.09,2020-08-21 13:30:00
71.0,88.78,2020-08-20 09:00:00
68.74,86.95,2020-08-20 09:30:00
68.37,86.23,2020-08-20 10:00:00
67.87,86.05,2020-08-20 10:30:00
67.78,86.13,2020-08-20 11:00:00
67.89,85.69,2020-08-20 11:30:00
67.8,85.73,2020-08-20 12:00:00
67.81,85.68,2020-08-20 12:30:00
67.88,85.53,2020-08-20 13:00:00
68.07,85.88,2020-08-20 13:30:00
70.4,88.86,2020-08-19 09:00:00
71.66,89.06,2020-08-19 09:30:00
71.71,88.77,2020-08-19 10:00:00
71.84,88.78,2020-08-19 10:30:00
71.79,88.59,2020-08-19 11:00:00
71.81,88.65,2020-08-19 11:30:00
71.64,88.68,2020-08-19 12:00:00
71.3,88.64,2020-08-19 12:30:00
71.12,88.57,2020-08-19 13:00:00
71.0,88.78,2020-08-19 13:30:00
69.32,88.42,2020-08-18 09:00:00
70.62,88.86,2020-08-18 09:30:00
70.43,88.91,2020-08-18 10:00:00
70.45,88.73,2020-08-18 10:30:00
70.43,88.61,2020-08-18 11:00:00
70.51,88.68,2020-08-18 11:30:00
70.55,88.82,2020-08-18 12:00:00
70.54,88.94,2020-08-18 12:30:00
70.43,89.04,2020-08-18 13:00:00
70.4,88.86,2020-08-18 13:30:00
68.71,88.32,2020-08-17 09:00:00
69.23,88.32,2020-08-17 09:30:00
69.19,88.28,2020-08-17 10:00:00
69.33,88.41,2020-08-17 10:30:00
69.29,88.28,2020-08-17 11:00:00
69.5,88.25,2020-08-17 11:30:00
69.48,88.44,2020-08-17 12:00:00
69.39,88.38,2020-08-17 12:30:00
69.35,88.59,2020-08-17 13:00:00
69.32,88.42,2020-08-17 13:30:00
67.96,88.5,2020-08-14 09:00:00
68.9,88.09,2020-08-14 09:30:00
68.73,87.87,2020-08-14 10:00:00
68.67,88.15,2020-08-14 10:30:00
68.52,88.35,2020-08-14 11:00:00
68.51,88.27,2020-08-14 11:30:00
68.51,88.13,2020-08-14 12:00:00
68.54,88.29,2020-08-14 12:30:00
68.81,87.93,2020-08-14 13:00:00
68.71,88.32,2020-08-14 13:30:00
68.09,86.96,2020-08-13 09:00:00
68.29,87.84,2020-08-13 09:30:00
68.03,88.1,2020-08-13 10:00:00
68.29,88.48,2020-08-13 10:30:00
68.34,88.39,2020-08-13 11:00:00
68.31,88.43,2020-08-13 11:30:00
68.18,88.4,2020-08-13 12:00:00
68.08,88.49,2020-08-13 12:30:00
68.01,88.5,2020-08-13 13:00:00
67.96,88.5,2020-08-13 13:30:00
67.68,87.04,2020-08-12 09:00:00
67.59,86.93,2020-08-12 09:30:00
67.65,86.82,2020-08-12 10:00:00
67.62,87.27,2020-08-12 10:30:00
68.03,87.14,2020-08-12 11:00:00
68.06,87.11,2020-08-12 11:30:00
68.07,87.11,2020-08-12 12:00:00
68.07,87.17,2020-08-12 12:30:00
68.04,87.17,2020-08-12 13:00:00
68.09,86.96,2020-08-12 13:30:00
69.13,86.04,2020-08-11 09:00:00
68.49,87.12,2020-08-11 09:30:00
68.64,87.21,2020-08-11 10:00:00
68.76,87.35,2020-08-11 10:30:00
68.53,87.13,2020-08-11 11:00:00
68.26,87.13,2020-08-11 11:30:00
68.02,87.33,2020-08-11 12:00:00
67.91,87.18,2020-08-11 12:30:00
67.59,86.89,2020-08-11 13:00:00
67.68,87.04,2020-08-11 13:30:00
70.22,86.21,2020-08-10 09:00:00
70.07,86.05,2020-08-10 09:30:00
69.96,86.01,2020-08-10 10:00:00
69.94,85.89,2020-08-10 10:30:00
69.78,86.01,2020-08-10 11:00:00
69.39,85.97,2020-08-10 11:30:00
69.08,86.07,2020-08-10 12:00:00
69.19,85.92,2020-08-10 12:30:00
69.13,85.95,2020-08-10 13:00:00
69.13,86.04,2020-08-10 13:30:00
70.21,85.98,2020-08-07 09:00:00
70.5,85.62,2020-08-07 09:30:00
70.35,85.84,2020-08-07 10:00:00
70.16,85.61,2020-08-07 10:30:00
70.54,85.52,2020-08-07 11:00:00
70.38,85.69,2020-08-07 11:30:00
70.23,85.92,2020-08-07 12:00:00
70.31,85.98,2020-08-07 12:30:00
70.3,86.18,2020-08-07 13:00:00
70.22,86.21,2020-08-07 13:30:00
70.93,86.3,2020-08-06 09:00:00
71.07,86.59,2020-08-06 09:30:00
70.73,86.53,2020-08-06 10:00:00
70.76,86.38,2020-08-06 10:30:00
70.76,86.21,2020-08-06 11:00:00
70.8,86.2,2020-08-06 11:30:00
70.83,86.25,2020-08-06 12:00:00
70.64,86.23,2020-08-06 12:30:00
70.55,85.98,2020-08-06 13:00:00
70.21,85.98,2020-08-06 13:30:00
70.2,85.85,2020-08-05 09:00:00
70.92,86.32,2020-08-05 09:30:00
70.75,86.36,2020-08-05 10:00:00
70.79,86.43,2020-08-05 10:30:00
70.92,86.29,2020-08-05 11:00:00
70.95,86.26,2020-08-05 11:30:00
70.97,86.16,2020-08-05 12:00:00
71.01,86.11,2020-08-05 12:30:00
70.77,86.05,2020-08-05 13:00:00
70.93,86.3,2020-08-05 13:30:00
70.16,85.47,2020-08-04 09:00:00
69.99,85.73,2020-08-04 09:30:00
70.58,86.36,2020-08-04 10:00:00
70.2,86.26,2020-08-04 10:30:00
70.15,86.13,2020-08-04 11:00:00
70.19,85.97,2020-08-04 11:30:00
70.37,86.02,2020-08-04 12:00:00
70.28,85.89,2020-08-04 12:30:00
70.23,86.02,2020-08-04 13:00:00
70.2,85.85,2020-08-04 13:30:00
68.77,87.46,2020-08-03 09:00:00
69.44,86.36,2020-08-03 09:30:00
69.26,85.77,2020-08-03 10:00:00
69.23,85.44,2020-08-03 10:30:00
69.17,85.38,2020-08-03 11:00:00
69.44,85.46,2020-08-03 11:30:00
69.76,85.42,2020-08-03 12:00:00
70.0,85.43,2020-08-03 12:30:00
69.94,85.42,2020-08-03 13:00:00
70.16,85.47,2020-08-03 13:30:00
68.62,86.77,2020-07-31 09:00:00
69.09,86.71,2020-07-31 09:30:00
69.01,86.68,2020-07-31 10:00:00
68.53,86.68,2020-07-31 10:30:00
68.64,86.73,2020-07-31 11:00:00
68.68,86.68,2020-07-31 11:30:00
68.74,86.91,2020-07-31 12:00:00
68.72,87.12,2020-07-31 12:30:00
68.72,87.1,2020-07-31 13:00:00
68.77,87.46,2020-07-31 13:30:00
67.55,86.23,2020-07-30 09:00:00
68.43,86.84,2020-07-30 09:30:00
68.18,86.75,2020-07-30 10:00:00
68.11,86.51,2020-07-30 10:30:00
68.26,86.63,2020-07-30 11:00:00
68.38,86.82,2020-07-30 11:30:00
68.43,86.89,2020-07-30 12:00:00
68.37,86.8,2020-07-30 12:30:00
68.52,86.86,2020-07-30 13:00:00
68.62,86.77,2020-07-30 13:30:00
66.35,83.91,2020-07-29 09:00:00
67.84,85.19,2020-07-29 09:30:00
67.92,86.1,2020-07-29 10:00:00
68.44,86.61,2020-07-29 10:30:00
68.1,86.12,2020-07-29 11:00:00
68.0,86.35,2020-07-29 11:30:00
67.7,86.28,2020-07-29 12:00:00
67.62,86.25,2020-07-29 12:30:00
67.54,86.29,2020-07-29 13:00:00
67.55,86.23,2020-07-29 13:30:00
66.75,86.02,2020-07-28 09:00:00
65.36,84.32,2020-07-28 09:30:00
66.71,84.0,2020-07-28 10:00:00
66.8,84.05,2020-07-28 10:30:00
66.98,84.17,2020-07-28 11:00:00
66.82,84.25,2020-07-28 11:30:00
66.51,84.04,2020-07-28 12:00:00
66.28,83.95,2020-07-28 12:30:00
66.34,83.85,2020-07-28 13:00:00
66.35,83.91,2020-07-28 13:30:00
69.38,88.17,2020-07-27 09:00:00
68.16,87.15,2020-07-27 09:30:00
67.61,86.75,2020-07-27 10:00:00
66.95,86.34,2020-07-27 10:30:00
67.27,86.15,2020-07-27 11:00:00
67.19,86.03,2020-07-27 11:30:00
67.04,86.15,2020-07-27 12:00:00
66.93,86.03,2020-07-27 12:30:00
66.87,86.19,2020-07-27 13:00:00
66.75,86.02,2020-07-27 13:30:00
70.64,89.46,2020-07-24 09:00:00
69.88,88.94,2020-07-24 09:30:00
70.0,88.87,2020-07-24 10:00:00
70.25,88.99,2020-07-24 10:30:00
69.96,88.78,2020-07-24 11:00:00
69.66,88.6,2020-07-24 11:30:00
69.29,88.09,2020-07-24 12:00:00
69.17,88.13,2020-07-24 12:30:00
69.48,88.24,2020-07-24 13:00:00
69.38,88.17,2020-07-24 13:30:00
70.89,89.44,2020-07-23 09:00:00
70.9,89.19,2020-07-23 09:30:00
70.63,89.05,2020-07-23 10:00:00
70.63,89.16,2020-07-23 10:30:00
70.43,89.02,2020-07-23 11:00:00
70.39,89.1,2020-07-23 11:30:00
70.43,89.1,2020-07-23 12:00:00
70.43,89.11,2020-07-23 12:30:00
70.53,89.15,2020-07-23 13:00:00
70.64,89.46,2020-07-23 13:30:00
69.98,89.1,2020-07-22 09:00:00
71.09,89.34,2020-07-22 09:30:00
71.45,89.25,2020-07-22 10:00:00
71.45,89.29,2020-07-22 10:30:00
71.29,89.33,2020-07-22 11:00:00
71.24,89.29,2020-07-22 11:30:00
71.07,89.38,2020-07-22 12:00:00
71.14,89.43,2020-07-22 12:30:00
71.04,89.34,2020-07-22 13:00:00
70.89,89.44,2020-07-22 13:30:00
69.52,88.34,2020-07-21 09:00:00
70.28,88.9,2020-07-21 09:30:00
70.82,89.03,2020-07-21 10:00:00
70.76,89.03,2020-07-21 10:30:00
70.68,88.96,2020-07-21 11:00:00
70.19,88.94,2020-07-21 11:30:00
70.34,89.29,2020-07-21 12:00:00
70.1,89.33,2020-07-21 12:30:00
69.94,89.11,2020-07-21 13:00:00
69.98,89.1,2020-07-21 13:30:00
69.81,89.4,2020-07-20 09:00:00
67.91,88.02,2020-07-20 09:30:00
68.73,88.09,2020-07-20 10:00:00
69.18,88.3,2020-07-20 10:30:00
69.26,88.39,2020-07-20 11:00:00
70.17,88.42,2020-07-20 11:30:00
69.75,88.38,2020-07-20 12:00:00
69.49,88.25,2020-07-20 12:30:00
69.64,88.22,2020-07-20 13:00:00
69.52,88.34,2020-07-20 13:30:00
72.92,91.12,2020-07-17 09:00:00
71.37,90.2,2020-07-17 09:30:00
71.0,89.9,2020-07-17 10:00:00
70.96,89.78,2020-07-17 10:30:00
70.73,89.77,2020-07-17 11:00:00
70.28,89.83,2020-07-17 11:30:00
70.02,89.75,2020-07-17 12:00:00
69.83,89.56,2020-07-17 12:30:00
69.52,89.31,2020-07-17 13:00:00
69.81,89.4,2020-07-17 13:30:00
72.64,91.19,2020-07-16 09:00:00
73.74,91.51,2020-07-16 09:30:00
73.95,91.78,2020-07-16 10:00:00
73.54,91.45,2020-07-16 10:30:00
73.25,91.35,2020-07-16 11:00:00
73.01,91.04,2020-07-16 11:30:00
73.15,91.02,2020-07-16 12:00:00
72.94,91.06,2020-07-16 12:30:00
72.98,91.18,2020-07-16 13:00:00
72.92,91.12,2020-07-16 13:30:00
73.51,90.44,2020-07-15 09:00:00
72.74,90.62,2020-07-15 09:30:00
72.87,90.97,2020-07-15 10:00:00
73.32,91.28,2020-07-15 10:30:00
73.91,91.2,2020-07-15 11:00:00
73.59,91.11,2020-07-15 11:30:00
73.06,90.88,2020-07-15 12:00:00
72.89,90.7,2020-07-15 12:30:00
72.78,90.99,2020-07-15 13:00:00
72.64,91.19,2020-07-15 13:30:00
75.31,90.99,2020-07-14 09:00:00
74.78,91.04,2020-07-14 09:30:00
74.79,91.22,2020-07-14 10:00:00
74.33,90.79,2020-07-14 10:30:00
73.93,90.57,2020-07-14 11:00:00
74.04,90.52,2020-07-14 11:30:00
73.83,90.42,2020-07-14 12:00:00
73.44,90.51,2020-07-14 12:30:00
73.47,90.5,2020-07-14 13:00:00
73.51,90.44,2020-07-14 13:30:00
76.25,91.09,2020-07-13 09:00:00
75.35,91.53,2020-07-13 09:30:00
75.49,91.36,2020-07-13 10:00:00
75.71,91.18,2020-07-13 10:30:00
75.63,90.99,2020-07-13 11:00:00
75.51,91.03,2020-07-13 11:30:00
75.46,90.94,2020-07-13 12:00:00
75.4,90.89,2020-07-13 12:30:00
75.51,90.79,2020-07-13 13:00:00
75.31,90.99,2020-07-13 13:30:00
77.75,92.2,2020-07-10 09:00:00
75.73,90.71,2020-07-10 09:30:00
75.97,90.78,2020-07-10 10:00:00
76.9,90.92,2020-07-10 10:30:00
76.69,90.99,2020-07-10 11:00:00
77.03,91.01,2020-07-10 11:30:00
77.04,91.14,2020-07-10 12:00:00
76.76,91.19,2020-07-10 12:30:00
76.54,91.3,2020-07-10 13:00:00
76.25,91.09,2020-07-10 13:30:00
76.33,91.99,2020-07-09 09:00:00
76.84,92.4,2020-07-09 09:30:00
77.35,92.41,2020-07-09 10:00:00
77.27,92.29,2020-07-09 10:30:00
77.41,92.16,2020-07-09 11:00:00
78.07,92.3,2020-07-09 11:30:00
78.24,92.29,2020-07-09 12:00:00
78.13,92.28,2020-07-09 12:30:00
77.84,92.29,2020-07-09 13:00:00
77.75,92.2,2020-07-09 13:30:00
74.49,92.35,2020-07-08 09:00:00
76.34,92.15,2020-07-08 09:30:00
76.31,92.04,2020-07-08 10:00:00
76.41,92.06,2020-07-08 10:30:00
76.61,92.15,2020-07-08 11:00:00
76.59,92.14,2020-07-08 11:30:00
76.58,92.16,2020-07-08 12:00:00
76.25,91.95,2020-07-08 12:30:00
76.38,92.02,2020-07-08 13:00:00
76.33,91.99,2020-07-08 13:30:00
75.59,93.44,2020-07-07 09:00:00
75.38,92.81,2020-07-07 09:30:00
74.72,92.2,2020-07-07 10:00:00
75.04,92.21,2020-07-07 10:30:00
75.14,92.27,2020-07-07 11:00:00
75.17,92.48,2020-07-07 11:30:00
75.13,92.56,2020-07-07 12:00:00
74.77,92.32,2020-07-07 12:30:00
74.72,92.3,2020-07-07 13:00:00
74.49,92.35,2020-07-07 13:30:00
74.99,92.04,2020-07-06 09:00:00
75.9,92.86,2020-07-06 09:30:00
75.6,92.73,2020-07-06 10:00:00
75.62,93.06,2020-07-06 10:30:00
75.58,93.27,2020-07-06 11:00:00
75.44,93.29,2020-07-06 11:30:00
75.52,93.38,2020-07-06 12:00:00
75.57,93.33,2020-07-06 12:30:00
75.5,93.31,2020-07-06 13:00:00
75.59,93.44,2020-07-06 13:30:00
75.33,92.6,2020-07-03 09:00:00
75.78,92.44,2020-07-03 09:30:00
75.15,91.94,2020-07-03 10:00:00
75.11,92.14,2020-07-03 10:30:00
75.19,92.0,2020-07-03 11:00:00
75.28,92.05,2020-07-03 11:30:00
75.29,92.1,2020-07-03 12:00:00
75.16,92.14,2020-07-03 12:30:00
74.92,92.1,2020-07-03 13:00:00
74.99,92.04,2020-07-03 13:30:00
74.45,92.89,2020-07-02 09:00:00
76.08,92.76,2020-07-02 09:30:00
75.94,92.63,2020-07-02 10:00:00
76.2,92.57,2020-07-02 10:30:00
75.91,92.57,2020-07-02 11:00:00
75.75,92.5,2020-07-02 11:30:00
75.84,92.48,2020-07-02 12:00:00
75.61,92.56,2020-07-02 12:30:00
75.61,92.51,2020-07-02 13:00:00
75.33,92.6,2020-07-02 13:30:00
73.73,93.6,2020-07-01 09:00:00
73.76,92.97,2020-07-01 09:30:00
73.86,93.09,2020-07-01 10:00:00
74.06,93.03,2020-07-01 10:30:00
74.21,92.99,2020-07-01 11:00:00
74.39,92.95,2020-07-01 11:30:00
74.32,92.87,2020-07-01 12:00:00
74.34,93.02,2020-07-01 12:30:00
74.34,93.15,2020-07-01 13:00:00
74.45,92.89,2020-07-01 13:30:00
74.14,91.02,2020-06-30 09:00:00
73.96,92.56,2020-06-30 09:30:00
73.83,92.61,2020-06-30 10:00:00
73.99,92.71,2020-06-30 10:30:00
74.02,92.65,2020-06-30 11:00:00
73.83,92.72,2020-06-30 11:30:00
73.84,92.74,2020-06-30 12:00:00
73.83,92.84,2020-06-30 12:30:00
74.02,93.02,2020-06-30 13:00:00
73.73,93.6,2020-06-30 13:30:00
72.81,92.54,2020-06-29 09:00:00
74.34,91.95,2020-06-29 09:30:00
74.36,91.85,2020-06-29 10:00:00
74.26,91.76,2020-06-29 10:30:00
74.15,91.32,2020-06-29 11:00:00
73.9,91.28,2020-06-29 11:30:00
73.99,91.38,2020-06-29 12:00:00
74.01,91.24,2020-06-29 12:30:00
74.15,91.13,2020-06-29 13:00:00
74.14,91.02,2020-06-29 13:30:00
